Unnamed: 0,GeographyKey,CustomerPassword,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Gender,Suffix,Mobile,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,City,StateProvinceName,CountryRegion,ZipCode,EnglishEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,ProductColour,CountryCode,Review,CreditCardNumber,Description,ReferralIP,ReferralURL,Memberships,Memberships1,Address1,ProductColour1,HouseOwnerFlag1,Mobile1,BirthDate1,MaritalStatus1,BirthDate2,id,Phone No,is_valid
18765,298,,FM 000 11003,D$ octor,,M,Edwards,0,,s,Female,,9995783751.0,jon2_____4@adven67ture-works.com,900000024,0+,0,Everett,Washington,Rus 420sia!!!!!,9-8-0-59 ?,Partial College,Skilled Manual,Obrero especializado,Technicien,1,1@sedan,ABCDLane100055dshgewuwakudjfvzkufsvgrwakurelkyrmtejisavjivioislwa473jf,,2 (11_) 500 5fb *55-01QE10,1/25/2011:PÉ,1-2 Miles,b lack,1-68){5,bloody,4556 9 mko705 4983 3015,made in ???? India,2 (*&fsk98.2 aHDbn0.0.4,http s: //www.l ombard.com,9.0,5.0,8357 Mori Court,Purple,1.0,9998579107.0,,S(),2/4/1975,24.0,2393356755,True
16454,311,,powAW:000:11004,### 78Engineer,Ruben,,Xie,0,,s,Female,,9992257376.0,eugene10@@@adventure-works,900000025,0+,0,Monroe,Washington,U kr aine,9- 8 ÀBOP -0-61,Partial College,Skilled Manual,Obrero especializado,Technicien,1,1:::::,3764N14thStajdadjnxnseq12dsbvfjuajdmtkgn16394fjs,,208-555-01+4h3,N1/27/2012,5-10 Miles,White,3^7 7,freaky,4978 5570 04 098 hdc 15 5495,delivered from Àndhra Pradesh,2 9 sj8.*20.0.5@,h ttps://ww w.hndk.co m,8.0,5.0,9453 Mariposa Ct.,BLACK,1.0,9994415146.0,,468 %%%S,2/5/1975,25.0,2393356755,True
17303,24,,123AW/00011005,()<> Doc tor,Alejandro,,Beck,0,12/2/1....!!!977,smd,Female,,9998579107.0,ruben35É@adventure-works,"900,000,026$",2____G,1,Bellevue,Washington,Austral 9ÉÉia,<9-8-0-61>?,Partial High School,Clerical,Administrativo,Employé,1,polov < 3,2246WStEmsh123zjndkqeajcdbqjaejncmb37andg,,2 (1:1) 500 555-0195KL+_,1/ É&^14/2012,1-2 Miles,brow,25 4_,bugger,26OP trdx 4564 24 9705 2572 6524,brand by ?onte Carlo,198.20.0.CDCJ6^^,? htt ps://www.amazon.com,12.0,5.0,6828 Seagull Court,Purple,1.0,9990038049.0,1/30/1986,SMD,2/1/1975,26.0,2393356755,True
19394,4,,"A///?W,00011006",38 Engineer,Harold,,Sai,0,11/ \\\6/1970,s,Female,,9994415146.0,chri sty12@adven ture-works,900000027,2%g,0,NewportHills,Washington,I ::::::ndonasia,98006,Partial College,Clerical,Administrativo,Employé,0,LL LL@4,ABCDLane100050ajdn262jsmvnalglbmgiwzmbvqlo,,2 (+11) 5 aus00 555-0137,12/30/><2011,1-2 Miles,lim e,1-2<64&&&,bastard,4131 5189 7661 5780 7689,originals ©,198.20.0.7*&,https://www.fl ipkart.c ? om,13.0,5.0,8878 Weatherly Drive,black,0.0,9994462464.0,11/ \\\6/1970,S!!!!,2/2/1975,27.0,2393356755,True
17927,40,,WW@W00011007,Doc ()tor,आर्या,R,Zhao,0,7/4/19uesjd76,m,Female,,9990038049.0,elizabe th É6695@advent ure-works,900000028,3b,0,NewYork,Washington,Chin a629,__kan__98057,Partial College,Clerical,Administrativo,Employé,1,1________,ABCDLane100051anbc1739cbstkyoa749602chfkabak1249dnjcnxcx,,,4 LLLifdn /16/2013,5-10 Miles,pin,6<72:::::,bitch,248@3 879*7 6809 7819,A source of trust company ®,198.2 ka0.+0.9,htt ps :// www .amazon.com,14.0,5.0,6899 Holiday Hills,Purple,1.0,9992979511.0,7/4/19uesjd76,M****,2/3/1975,28.0,2393356755,True
16566,17,,A3W00011001,E ngin eer,आर्या,,Jimenez,0,9/29/196chzd10,s,Female,,9994462464.0,________julio1@adventure,900000029,3g,0,NewportHills,Washington,J {}}{}{83apan,100 +_052,Partial College,Clerical,Administrativo,Employé,1,____ Éyfjkj_______2,ABCDLane100052zdjakcbv1623848dskbbdsjhv2749753kjsjbskjkancc12873nlsajfvf141,,3 (mid11) 500 555-01m 95É,4/13/20 14,1-2 Miles,,1-26 $#5,doughhead,2// 318 5813 3090 1501,temperature range: 20° to 100° C,198.2+0.+0.+10,htt Àps://w ww.flip kart.com,12.0,5.0,8357 Mori Court,black,1.0,9994222275.0,1/30/1986,Single,2/4/1975,29.0,7015226439,True
17590,32,,"A#W000,11, 002",Doc277328:::+++tor,आर्या,L,Moreno,0,8/5 :{*(#$/1970,s,Female,,9992979511.0,"""""""""""""""""""janet9@adventure-",900000030,0pr$,0,NewYork,Washington,Mala !!!@ysia,"9-8-0-52""""""",Partial College,Clerical,Administrativo,Employé,1,4fo ur&,,,3 ( ben11) 500 5 É55-0137,4 NN&&&/23/2013,1-2 Miles,r ed,672)*,hoser,4991 57892 27530 7331,made in ?? China,198.20.0.1RU1,htt ps: //www. access.com,6.0,5.0,9453 Mariposa Ct.,blue,1.0,9990205578.0,8/5 :{*(#$/1970,28 !~?S,2/5/1975,30.0,7015226439,True
15679,28,,FM 000 11003,Engineer$@2,Bethany,G,Yuan,0,6 :::::/3/1969,sm,Female,,9994222275.0,6@ ma Érco14@adventure-works.,"900,000,031$",!6,1,NewportHills,Washington,Argentina27818_,9-8-0-53Ap,Partial High School,Clerical,Administrativo,Employé,1,2nd,,,208-55 É5-01 ldo45,1/19%%%/2013,1-2 Miles,oran,1-268}_,skeet,437(1 8$882 7213 417^95,made in ???? India,198.20.%0.%1%2,%%%%http s://www.easymoney.in,7.0,5.0,6828 Seagull Court,black,1.0,9994972213.0,6 :::::/3/1969,SM,2/1/1975,31.0,7015226439,True
15820,8,,powAW:000:11003,Doctor!!!,Theresa,G,Ramos,0,"1/14/ 1////,@@@@980",m,Female,,9990205578.0,"Ér ""ob4@adven ture-works",900000032,0*,0,Bellevue,Washington,N Éo )(rway,9-8 -0-5 4À,High School,Skilled Manual,Obrero especializado,Technicien,1,3rdOP^,ABCDLane100055dshgewuwakudjfvzkufsvgrwakurelkyrmtejisavjivioislwa473jf,,4 (11 mas) 500 555-01 lko95,1/! pc15/2013,1-2 Miles,b lu,!!!55,drongo,224%6 4245 4151 4172_,delivered from Àndhra Pradesh,"19""8.20.0.<1>3",ht!!!! tps://www.go zoom.com,9.0,5.0,8878 Weatherly Drive,green,1.0,9995783751.0,1/30/1986,Married,2/2/1975,32.0,7015226439,True
12698,35,,powAW:000:11003,"En :""}+gineer",Destiny,,Stone,0,,m,Female,,9990524895.0,!!!!!!!!!!!!!!s hannon38@advent Éure,900000033,1 #,0,Seattle,Washington,German ><y,9-8-0-5 5mk,High School,Skilled Manual,Obrero especializado,Technicien,1,4 < <<,3765N14thStajdadjnxnseq12dsbvfjuajdmtkgn16394fjs,,4 (1?1) 5 00 55 É5-0137,: ::v *1/7/2013,1-2 Miles,gr ee,3%75,shithead,0,brand by ?onte Carlo,198.2sKJv0.0.13&,http s: //www.l ombard.com,10.0,5.0,6899 Holiday Hills,pink,1.0,9992257376.0,,Single,2/3/1975,33.0,7015226439,True
19550,9,,123AW/00011005,mr:),ज्योति,,Nath,0,11/6/1973ahdzbz{{,,Female,,9995656803.0,<>jacquelyn20@adventure-works,900000034,4 h,0,Bellevue,Washington,"Fra""}{\\\\\nce",9-8- 0- LO58,High School,Skilled Manual,Obrero especializado,Technicien,1,1on @,2247WStEmsh123zjndkqeajcdbqjaejncmb37andg,,208-5 ///55-0145ljhjchfc,LLLL***12/29/2012,5-10 Miles,black,29?8,shit,466HHR1 7588 7755 4136,originals ©,198. dc2$0.0.15,h ttps://ww w.hndk.co m,13.0,5.0,8357 Mori Court,blue,1.0,9998579107.0,11/6/1973ahdzbz{{,,2/4/1975,34.0,8083803891,True
11868,12,,"A///?W,00011006",Mr. 5%,Eugene,,Gonzalez,0,8/2 6/1985,s,Female,1.333,9997840089.0,12>curtis9@adventure-works.com,900000035,4^,0,Redmond,Washington,India745_,9-###8-0-59,High School,Skilled Manual,Obrero especializado,Technicien,1,0zero,ABCDLane100050ajdn262jsmvnalglbmgiwzmbvqlo,,208-555-01+4h3,1/2*@@@!3/201 3,5-10 Miles,li me,7 *1,bloody,26&^54 7995 26OPG02 0286 PO$,A source of trust company ®,1dzj^98.2 & 0.0.16,? htt ps://www.amazon.com,8.0,5.0,9453 Mariposa Ct.,blue,1.0,9994415146.0,8/2 6/1985,Single,2/5/1975,35.0,8083803891,True
12806,33,,WW@W00011007,M &&&s. ),Wyatt123,,Dominguez,0,10/25/1984MMMMM,s,Female,17.345,9990587915.0,<lauren41@adventure-works.com,"900,000,036$",0(,1,Seattle,Washington,#NAME?,9-8-0-58###########,Partial High School,Clerical,Administrativo,Employé,1,on e3,ABCDLane100051anbc1739cbstkyoa749602chfkabak1249dnjcnxcx,,2 (11_) 500 5fb *55-01QE10,P1 2/30/2012,1-2 Miles,r ed,"4""4",freaky,@!4062 9{] 745 5032 3617,temperature range: 20° to 100° C,198.20.0.1jka7,https://www.fl ipkart.c ? om,6.0,5.0,6828 Seagull Court,black,1.0,9990038049.0,10/25/1984MMMMM,S\\/?\,2/1/1975,36.0,8083803891,True
14474,343,,A3W00011001,Ms. #,ज्योति,C,Russell,0,12/24th::::/1950,m,Female,345.88,9994974914.0,ian47@adventure-works.com,900000037,0___,0,Redmond,Washingtn,Po 79_)land,9-8-0-59 ?,Partial College,Skilled Manual,Obrero especializado,Technicien,1,0zero,ABCDLane100052zdjakcbv1623848dskbbdsjhv2749753kjsjbskjkancc12873nlsajfvf142,,208-555-01+4h3,1/24/201 3,1-2 Miles,ye ll ow,100 @4,bugger,0,Dimentions: 20cm x 10cm x 5µ,19#8.20.0.18,htt ps :// www .amazon.com,5.0,5.0,8878 Weatherly Drive,green,1.0,9994462464.0,12/24th::::/1950,>34>> M,2/2/1975,37.0,8083803891,True
18888,49,,AWDATA,6^ Ms.,Christy,M,Garcia,0,,s,Female,457.9,9997228900.0,sydney23@adventure-works.com,900000038,478,0,Carnation,Washingtn,Qata?' r+,9- 8 ÀBOP -0-62,Partial High School,Clerical,Administrativo,Employé,0,on e3,ABCDLane100053sdmj3938vhaflkjgr3749878safhdofha53q9757kjdckERIAU,,2 (1:1) 500 555-0195KL+_,1/%É9/2013,5-10 Miles,ora ng,2 -=242,bastard,,Dimentions: 6 x 5 x 7¼ m,198.20.0.1)(9,htt Àps://w ww.flip kart.com,6.0,5.0,6899 Holiday Hills,pink,0.0,9992979511.0,,S:::::::;,2/3/1975,38.0,8083803891,True
